# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 235         4.781       52.928      1.20        De Kooy     
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# DD        : Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord; 90=oost; 180=zuid; 270=west; 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Mean wind direction (in degrees) during the 10-minute period preceding the time of observation (360=north; 90=east; 180=south; 270=west; 0=calm 990=variable)
# FH        : Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Hourly mean wind speed (in 0.1 m/s)
  STN,YYYYMMDD,   HH,   DD,   FH
  235,20200708,    8,   60,   30
  235,20200708,    9,   80,   30
  235,20200708,   10,   80,   30
  235,20200708,   11,   70,   30
  235,20200708,   12,   70,   40
  235,20200708,   13,   70,   40
  235,20200708,   14,   70,   40
  235,20200708,   15,   60,   40
  235,20200708,   16,   50,   40
  235,20200708,   17,   50,   40
  235,20200708,   18,   60,   50
  235,20200708,   19,   50,   50
  235,20200708,   20,   70,   40
  235,20200708,   21,   80,   40
  235,20200708,   22,   80,   50
  235,20200708,   23,   80,   50
  235,20200708,   24,   90,   50
  235,20200709,    1,   90,   50
  235,20200709,    2,   80,   60
  235,20200709,    3,  100,   60
  235,20200709,    4,  100,   50
  235,20200709,    5,   90,   40
  235,20200709,    6,  150,   30
  235,20200709,    7,  250,   50
  235,20200709,    8,  250,   80
  235,20200709,    9,  250,   80
  235,20200709,   10,  240,   80
  235,20200709,   11,  250,   80
  235,20200709,   12,  250,   80
  235,20200709,   13,  250,   80
  235,20200709,   14,  280,   60
  235,20200709,   15,  320,   30
  235,20200709,   16,  260,   40
  235,20200709,   17,   50,   40
  235,20200709,   18,   60,   50
  235,20200709,   19,   60,   50
  235,20200709,   20,   60,   70
  235,20200709,   21,   70,   70
  235,20200709,   22,   50,   70
  235,20200709,   23,   50,   80
  235,20200709,   24,   50,   90
  235,20200710,    1,   40,   70
  235,20200710,    2,   40,   70
  235,20200710,    3,   50,   70
  235,20200710,    4,   40,   60
  235,20200710,    5,   10,   50
  235,20200710,    6,  360,   50
  235,20200710,    7,  360,   50
  235,20200710,    8,  360,   40
  235,20200710,    9,  360,   40
  235,20200710,   10,  360,   40
  235,20200710,   11,  340,   50
  235,20200710,   12,  320,   50
  235,20200710,   13,  310,   60
  235,20200710,   14,  320,   60
  235,20200710,   15,  340,   60
  235,20200710,   16,  310,   50
  235,20200710,   17,  310,   50
  235,20200710,   18,  310,   40
  235,20200710,   19,  300,   30
  235,20200710,   20,  310,   20
  235,20200710,   21,  290,   20
  235,20200710,   22,  290,   20
  235,20200710,   23,  290,   20
  235,20200710,   24,  290,   20
  235,20200711,    1,  300,   20
  235,20200711,    2,  280,   20
  235,20200711,    3,  280,   20
  235,20200711,    4,  280,   20
  235,20200711,    5,  280,   20
  235,20200711,    6,  260,   30
  235,20200711,    7,  250,   30
  235,20200711,    8,  270,   40
  235,20200711,    9,  270,   40
  235,20200711,   10,  260,   40
  235,20200711,   11,  260,   50
  235,20200711,   12,  270,   50
  235,20200711,   13,  290,   60
  235,20200711,   14,  280,   60
  235,20200711,   15,  310,   60
  235,20200711,   16,  300,   50
  235,20200711,   17,  320,   50
  235,20200711,   18,  320,   40
  235,20200711,   19,  310,   30
  235,20200711,   20,  340,   20
  235,20200711,   21,  360,   20
  235,20200711,   22,  340,   10
  235,20200711,   23,  340,   10
  235,20200711,   24,  320,   10
  235,20200712,    1,  310,   10
  235,20200712,    2,  320,   10
  235,20200712,    3,  290,   10
  235,20200712,    4,  300,   10
  235,20200712,    5,  300,   10
  235,20200712,    6,  300,   20
  235,20200712,    7,  280,   20
  235,20200712,    8,  280,   20
  235,20200712,    9,  250,   20
  235,20200712,   10,  270,   30
  235,20200712,   11,  260,   30
  235,20200712,   12,  280,   40
  235,20200712,   13,  280,   40
  235,20200712,   14,  300,   40
  235,20200712,   15,  310,   40
  235,20200712,   16,  290,   40
  235,20200712,   17,  280,   30
  235,20200712,   18,  990,   20
  235,20200712,   19,   40,   10
  235,20200712,   20,   50,   10
  235,20200712,   21,   50,   10
  235,20200712,   22,  310,   10
  235,20200712,   23,  310,    0
  235,20200712,   24,  310,   10
  235,20200713,    1,  310,   10
  235,20200713,    2,  310,   10
  235,20200713,    3,  310,   10
  235,20200713,    4,  310,   10
  235,20200713,    5,  310,   10
  235,20200713,    6,  200,   10
  235,20200713,    7,  200,   30
  235,20200713,    8,  220,   30
  235,20200713,    9,  230,   40
  235,20200713,   10,  230,   40
  235,20200713,   11,  220,   50
  235,20200713,   12,  230,   50
  235,20200713,   13,  230,   50
  235,20200713,   14,  240,   60
  235,20200713,   15,  240,   60
  235,20200713,   16,  230,   60
  235,20200713,   17,  220,   60
  235,20200713,   18,  220,   50
  235,20200713,   19,  210,   40
  235,20200713,   20,  230,   40
  235,20200713,   21,  220,   30
  235,20200713,   22,  200,   30
  235,20200713,   23,  220,   30
  235,20200713,   24,  240,   50
  235,20200714,    1,  280,   40
  235,20200714,    2,  230,   20
  235,20200714,    3,  200,   20
  235,20200714,    4,  240,   20
  235,20200714,    5,  250,   40
  235,20200714,    6,  310,   40
  235,20200714,    7,  270,   20
  235,20200714,    8,  270,   20
  235,20200714,    9,  260,   30
  235,20200714,   10,  280,   30
  235,20200714,   11,  270,   30
  235,20200714,   12,  290,   40
  235,20200714,   13,  280,   50
  235,20200714,   14,  320,   40
  235,20200714,   15,  300,   40
  235,20200714,   16,  320,   50
  235,20200714,   17,  310,   50
  235,20200714,   18,  290,   50
  235,20200714,   19,  300,   40
  235,20200714,   20,  310,   40
  235,20200714,   21,  310,   30
  235,20200714,   22,  300,   20
  235,20200714,   23,  300,   30
  235,20200714,   24,  300,   30
  235,20200715,    1,  300,   30
  235,20200715,    2,  310,   30
  235,20200715,    3,  300,   30
  235,20200715,    4,  300,   20
  235,20200715,    5,  290,   30
  235,20200715,    6,  300,   30
  235,20200715,    7,  320,   30
  235,20200715,    8,  320,   30
  235,20200715,    9,  280,   30
  235,20200715,   10,  270,   40
  235,20200715,   11,  260,   40
  235,20200715,   12,  290,   30
  235,20200715,   13,  270,   40
  235,20200715,   14,  270,   50
  235,20200715,   15,  270,   50
  235,20200715,   16,  280,   40
  235,20200715,   17,  280,   30
  235,20200715,   18,  290,   30
  235,20200715,   19,  290,   20
  235,20200715,   20,  270,   20
  235,20200715,   21,  250,   20
  235,20200715,   22,  250,   30
  235,20200715,   23,  250,   30
  235,20200715,   24,  200,   30
  235,20200716,    1,  160,   20
  235,20200716,    2,  200,   20
  235,20200716,    3,  170,   20
  235,20200716,    4,    0,   10
  235,20200716,    5,  160,   10
  235,20200716,    6,    0,   10
  235,20200716,    7,  320,   20
  235,20200716,    8,  310,   30
  235,20200716,    9,  320,   40
  235,20200716,   10,  330,   40
  235,20200716,   11,  310,   50
  235,20200716,   12,  310,   50
  235,20200716,   13,  310,   50
  235,20200716,   14,  320,   50
  235,20200716,   15,  320,   50
  235,20200716,   16,  310,   50
  235,20200716,   17,  310,   50
  235,20200716,   18,  320,   40
  235,20200716,   19,  320,   40
  235,20200716,   20,  310,   30
  235,20200716,   21,  310,   30
  235,20200716,   22,  300,   30
  235,20200716,   23,  310,   20
  235,20200716,   24,  300,   20
  235,20200717,    1,  290,   10
  235,20200717,    2,  280,   20
  235,20200717,    3,  290,   20
  235,20200717,    4,  280,   10
  235,20200717,    5,  290,   20
  235,20200717,    6,  270,   20
  235,20200717,    7,  250,   20
  235,20200717,    8,  250,   20
  235,20200717,    9,  240,   30
  235,20200717,   10,  220,   40
  235,20200717,   11,  240,   40
  235,20200717,   12,  240,   40
  235,20200717,   13,  230,   50
  235,20200717,   14,  240,   50
  235,20200717,   15,  250,   50
  235,20200717,   16,  270,   40
  235,20200717,   17,  280,   30
  235,20200717,   18,  260,   40
  235,20200717,   19,  260,   30
  235,20200717,   20,  260,   20
  235,20200717,   21,  180,   10
  235,20200717,   22,  200,   10
  235,20200717,   23,  200,   20
  235,20200717,   24,  170,   20
  235,20200718,    1,  150,   20
  235,20200718,    2,  160,   20
  235,20200718,    3,  170,   20
  235,20200718,    4,  170,   20
  235,20200718,    5,  170,   30
  235,20200718,    6,  170,   30
  235,20200718,    7,  170,   40
  235,20200718,    8,  190,   50
  235,20200718,    9,  200,   60
  235,20200718,   10,  220,   70
  235,20200718,   11,  230,   60
  235,20200718,   12,  250,   60
  235,20200718,   13,  240,   60
  235,20200718,   14,  240,   50
  235,20200718,   15,  240,   50
  235,20200718,   16,  250,   50
  235,20200718,   17,  240,   40
  235,20200718,   18,  250,   30
  235,20200718,   19,  260,   30
  235,20200718,   20,  250,   10
  235,20200718,   21,  240,   20
  235,20200718,   22,  220,   10
  235,20200718,   23,  260,   20
  235,20200718,   24,  990,   10
  235,20200719,    1,  170,   10
  235,20200719,    2,  210,   20
  235,20200719,    3,  180,   20
  235,20200719,    4,  200,   20
  235,20200719,    5,  190,   20
  235,20200719,    6,  190,   20
  235,20200719,    7,  230,   30
  235,20200719,    8,  230,   50
  235,20200719,    9,  230,   50
  235,20200719,   10,  230,   60
  235,20200719,   11,  240,   70
  235,20200719,   12,  250,   60
  235,20200719,   13,  300,   50
  235,20200719,   14,  320,   50
  235,20200719,   15,  350,   50
  235,20200719,   16,  350,   50
  235,20200719,   17,  350,   40
  235,20200719,   18,  360,   50
  235,20200719,   19,  350,   40
  235,20200719,   20,  350,   40
  235,20200719,   21,  330,   40
  235,20200719,   22,  340,   30
  235,20200719,   23,  340,   30
  235,20200719,   24,  340,   20
  235,20200720,    1,  340,   20
  235,20200720,    2,  340,   20
  235,20200720,    3,  330,   20
  235,20200720,    4,  330,   20
  235,20200720,    5,  330,   20
  235,20200720,    6,  340,   30
  235,20200720,    7,  340,   40
  235,20200720,    8,  320,   40
  235,20200720,    9,  300,   50
  235,20200720,   10,  320,   50
  235,20200720,   11,  310,   40
  235,20200720,   12,  320,   40
  235,20200720,   13,  280,   40
  235,20200720,   14,  300,   50
  235,20200720,   15,  280,   50
  235,20200720,   16,  310,   50
  235,20200720,   17,  310,   50
  235,20200720,   18,  310,   50
  235,20200720,   19,  300,   40
  235,20200720,   20,  300,   30
  235,20200720,   21,  300,   30
  235,20200720,   22,  300,   20
  235,20200720,   23,  300,   30
  235,20200720,   24,  300,   40
  235,20200721,    1,  300,   40
  235,20200721,    2,  310,   40
  235,20200721,    3,  310,   30
  235,20200721,    4,  310,   30
  235,20200721,    5,  300,   30
  235,20200721,    6,  310,   30
  235,20200721,    7,  290,   40
  235,20200721,    8,  270,   40
  235,20200721,    9,  270,   50
  235,20200721,   10,  270,   50
  235,20200721,   11,  280,   60
  235,20200721,   12,  280,   60
  235,20200721,   13,  290,   60
  235,20200721,   14,  290,   60
  235,20200721,   15,  320,   60
  235,20200721,   16,  290,   50
  235,20200721,   17,  300,   50
  235,20200721,   18,  320,   50
  235,20200721,   19,  310,   40
  235,20200721,   20,  300,   40
  235,20200721,   21,  310,   30
  235,20200721,   22,  340,   30
  235,20200721,   23,  340,   20
  235,20200721,   24,  340,   20
  235,20200722,    1,  340,   20
  235,20200722,    2,  340,   20
  235,20200722,    3,  330,   20
  235,20200722,    4,  340,   10
  235,20200722,    5,  310,   10
  235,20200722,    6,  330,   20
  235,20200722,    7,  300,   30
  235,20200722,    8,  300,   30
  235,20200722,    9,  320,   20
  235,20200722,   10,  280,   30
  235,20200722,   11,  290,   40
  235,20200722,   12,  300,   40
  235,20200722,   13,  310,   30
  235,20200722,   14,  310,   30
  235,20200722,   15,  320,   20
  235,20200722,   16,  280,   20
  235,20200722,   17,  310,   20
  235,20200722,   18,   20,   10
  235,20200722,   19,    0,    0
  235,20200722,   20,  250,   10
  235,20200722,   21,  150,   20
  235,20200722,   22,  150,   20
  235,20200722,   23,  180,   10
  235,20200722,   24,  180,   20
  235,20200723,    1,  170,   30
  235,20200723,    2,  170,   30
  235,20200723,    3,  170,   40
  235,20200723,    4,  160,   40
  235,20200723,    5,  180,   40
  235,20200723,    6,  190,   40
  235,20200723,    7,  200,   60
  235,20200723,    8,  210,   80
  235,20200723,    9,  230,   80
  235,20200723,   10,  230,   70
  235,20200723,   11,  220,   70
  235,20200723,   12,  220,   80
  235,20200723,   13,  220,   80
  235,20200723,   14,  230,   90
  235,20200723,   15,  230,   80
  235,20200723,   16,  230,   80
  235,20200723,   17,  220,   70
  235,20200723,   18,  220,   60
  235,20200723,   19,  220,   50
  235,20200723,   20,  220,   50
  235,20200723,   21,  210,   50
  235,20200723,   22,  220,   50
  235,20200723,   23,  220,   50
  235,20200723,   24,  240,   50
  235,20200724,    1,  270,   30
  235,20200724,    2,  260,   20
  235,20200724,    3,  260,   30
  235,20200724,    4,  260,   30
  235,20200724,    5,  260,   30
  235,20200724,    6,  290,   40
  235,20200724,    7,  280,   40
  235,20200724,    8,  270,   50
  235,20200724,    9,  290,   50
  235,20200724,   10,  260,   40
  235,20200724,   11,  270,   50
  235,20200724,   12,  270,   60
  235,20200724,   13,  270,   60
  235,20200724,   14,  280,   60
  235,20200724,   15,  270,   50
  235,20200724,   16,  260,   50
  235,20200724,   17,  280,   50
  235,20200724,   18,  270,   50
  235,20200724,   19,  250,   40
  235,20200724,   20,  230,   30
  235,20200724,   21,  220,   30
  235,20200724,   22,  200,   20
  235,20200724,   23,  170,   20
  235,20200724,   24,  180,   20
  235,20200725,    1,  180,   30
  235,20200725,    2,  210,   40
  235,20200725,    3,  210,   50
  235,20200725,    4,  210,   50
  235,20200725,    5,  210,   60
  235,20200725,    6,  210,   60
  235,20200725,    7,  220,   70
  235,20200725,    8,  220,   70
  235,20200725,    9,  220,   70
  235,20200725,   10,  220,   60
  235,20200725,   11,  220,   70
  235,20200725,   12,  220,   80
  235,20200725,   13,  220,   90
  235,20200725,   14,  210,   80
  235,20200725,   15,  210,   90
  235,20200725,   16,  220,   90
  235,20200725,   17,  210,   90
  235,20200725,   18,  220,   90
  235,20200725,   19,  220,   80
  235,20200725,   20,  220,   70
  235,20200725,   21,  220,   70
  235,20200725,   22,  210,   60
  235,20200725,   23,  220,   70
  235,20200725,   24,  240,   60
  235,20200726,    1,  240,   60
  235,20200726,    2,  240,   60
  235,20200726,    3,  220,   50
  235,20200726,    4,  260,   70
  235,20200726,    5,  260,   80
  235,20200726,    6,  270,   80
  235,20200726,    7,  260,   70
  235,20200726,    8,  250,   70
  235,20200726,    9,  250,   70
  235,20200726,   10,  240,   70
  235,20200726,   11,  250,   80
  235,20200726,   12,  240,   80
  235,20200726,   13,  240,   90
  235,20200726,   14,  240,   90
  235,20200726,   15,  240,   80
  235,20200726,   16,  240,   70
  235,20200726,   17,  230,   70
  235,20200726,   18,  220,   70
  235,20200726,   19,  220,   60
  235,20200726,   20,  220,   60
  235,20200726,   21,  210,   50
  235,20200726,   22,  200,   50
  235,20200726,   23,  190,   50
  235,20200726,   24,  200,   40
  235,20200727,    1,  200,   40
  235,20200727,    2,  200,   40
  235,20200727,    3,  170,   40
  235,20200727,    4,  180,   40
  235,20200727,    5,  180,   40
  235,20200727,    6,  170,   50
  235,20200727,    7,  190,   60
  235,20200727,    8,  180,   60
  235,20200727,    9,  200,   60
  235,20200727,   10,  170,   60
  235,20200727,   11,  170,   70
  235,20200727,   12,  170,   70
  235,20200727,   13,  160,   80
  235,20200727,   14,  160,   70
  235,20200727,   15,  160,   80
  235,20200727,   16,  170,   70
  235,20200727,   17,  200,   50
  235,20200727,   18,  240,   60
  235,20200727,   19,  220,   80
  235,20200727,   20,  200,   90
  235,20200727,   21,  220,   90
  235,20200727,   22,  230,  100
  235,20200727,   23,  230,  100
  235,20200727,   24,  240,   90
  235,20200728,    1,  270,   70
  235,20200728,    2,  280,   70
  235,20200728,    3,  280,   70
  235,20200728,    4,  270,   70
  235,20200728,    5,  260,   60
  235,20200728,    6,  260,   70
  235,20200728,    7,  250,   80
  235,20200728,    8,  260,   90
  235,20200728,    9,  260,   90
  235,20200728,   10,  260,   90
  235,20200728,   11,  260,   90
  235,20200728,   12,  250,  100
  235,20200728,   13,  250,  100
  235,20200728,   14,  270,   90
  235,20200728,   15,  270,   90
  235,20200728,   16,  270,   90
  235,20200728,   17,  260,   80
  235,20200728,   18,  270,   80
  235,20200728,   19,  270,   80
  235,20200728,   20,  270,   80
  235,20200728,   21,  280,   80
  235,20200728,   22,  270,   90
  235,20200728,   23,  280,   90
  235,20200728,   24,  280,   90
  235,20200729,    1,  280,   80
  235,20200729,    2,  280,   80
  235,20200729,    3,  270,   80
  235,20200729,    4,  280,   70
  235,20200729,    5,  280,   70
  235,20200729,    6,  280,   70
  235,20200729,    7,  280,   80
  235,20200729,    8,  280,   70
  235,20200729,    9,  260,   70
  235,20200729,   10,  270,   80
  235,20200729,   11,  270,   80
  235,20200729,   12,  270,   80
  235,20200729,   13,  270,   80
  235,20200729,   14,  270,   70
  235,20200729,   15,  270,   80
  235,20200729,   16,  270,   60
  235,20200729,   17,  280,   50
  235,20200729,   18,  280,   50
  235,20200729,   19,  260,   30
  235,20200729,   20,  240,   20
  235,20200729,   21,  210,   10
  235,20200729,   22,  190,   20
  235,20200729,   23,  180,   20
  235,20200729,   24,  200,   20
  235,20200730,    1,  190,   20
  235,20200730,    2,  180,   20
  235,20200730,    3,  170,   20
  235,20200730,    4,  170,   20
  235,20200730,    5,  200,   20
  235,20200730,    6,  190,   30
  235,20200730,    7,  180,   40
  235,20200730,    8,  190,   50
  235,20200730,    9,  190,   50
  235,20200730,   10,  230,   50
  235,20200730,   11,  250,   60
  235,20200730,   12,  250,   50
  235,20200730,   13,  250,   50
  235,20200730,   14,  270,   40
  235,20200730,   15,  990,   30
  235,20200730,   16,   50,   30
  235,20200730,   17,   50,   30
  235,20200730,   18,   60,   30
  235,20200730,   19,   70,   20
  235,20200730,   20,   70,   20
  235,20200730,   21,   70,   30
  235,20200730,   22,   70,   40
  235,20200730,   23,   70,   40
  235,20200730,   24,   80,   30
  235,20200731,    1,   90,   30
  235,20200731,    2,  100,   20
